pk,sk,assigned_cohort,fee,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,from_where_did_you_hear_about_us,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,relation_id,reward_awarded_date,completion_date,withdraw_reason,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,team_creator,send_for_approval_mechanism_t_c,please_identify_your_student_status,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship1,i_will_be_available_from79_pm_ist730930_am_cst_for_meetings_onc,from_which_medium_did_you_hear_about_the_internship,why_do_you_want_to_apply_for_this_internship,withdraw_date,created_at,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000101SW63T3EBYA7HYK5,,0,,,,,,,1775451692799,,,,Internship,,,,,,,,,,,,,,,,,,,,,1766087695224,,WorkItem#0000000010M0RBEYZC3DDQJ3D3,,,,,"'""serial_number'"":'""3'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'ct'"":'""1766085989020'""","'""rs'"":'""false'""","'""PE'"":['""{\'""ct\'"":\'""1766085989060\'""","\'""rs\'"":\'""false\'""","\'""pe\'"":\'""content\'""","\'""mt\'"":\'""1766085989060\'""","\'""ne\'"":\'""jatin gyass\'""","\'""sk\'"":\'""PE#1766085989021A\'""","\'""dl\'"":\'""<p>tested</p>\'""}'""]","'""mt'"":'""1766085989020'""","'""ne'"":'""Jatin'""}","{'""ct'"":'""1766085989021'""","'""rs'"":'""false'""","'""PE'"":['""{\'""sk\'"":\'""PE#1766085989021B\'""","\'""ct\'"":\'""1766085989060\'""","\'""mt\'"":\'""1766085989060\'""}'""","'""{\'""sk\'"":\'""PE#1766085989021C\'""","\'""ct\'"":\'""1766085989060\'""","\'""mt\'"":\'""1766085989060\'""}'""]","'""mt'"":'""1766085989021'""","'""ne'"":'""Week 1: Data Visualization Associate Internship'""}","{'""ct'"":'""1766085989021'""","'""rs'"":'""false'""","'""PE'"":['""{\'""sk\'"":\'""PE#1766085989021D\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""","'""{\'""sk\'"":\'""PE#1766085989022A\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""]","'""mt'"":'""1766085989021'""","'""ne'"":'""Week 2: Data Visualization Associate Internship'""}","{'""ct'"":'""1766085989022'""","'""rs'"":'""false'""","'""PE'"":['""{\'""sk\'"":\'""PE#1766085989022B\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""","'""{\'""sk\'"":\'""PE#1766085989022C\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""]","'""mt'"":'""1766085989022'""","'""ne'"":'""Week 3: Data Visualization Associate Internship'""}","{'""ct'"":'""1766085989022'""","'""rs'"":'""false'""","'""PE'"":['""{\'""sk\'"":\'""PE#1766085989022D\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""","'""{\'""sk\'"":\'""PE#1766085989022E\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""","'""{\'""sk\'"":\'""PE#1766085989022F\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""","'""{\'""sk\'"":\'""PE#1766085989023A\'""","\'""ct\'"":\'""1766085989061\'""","\'""mt\'"":\'""1766085989061\'""}'""]","'""mt'"":'""1766085989022'""","'""ne'"":'""Week 4: Data Visualization Associate Internship'""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010ADMSH049W0MCHBV6,,0,,,,,,,1714712387992,,,,Career,,,,,,,,,,,,,,,,,,,,,1714712387992,,WorkItem#00000000108A8B1GDG2DMDPYA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#fc367037-3efd-48a2-8f4a-766a9ff73091,Learner#0000000010WC9N3A0GBPAPXDV3,,,1030,1702985484275,0,,unpaid,,1702985484281,2023-12-11T06:25:18.877Z,Illinois Institute of Technology,aa,,,,BFUV2EX,,,,,,,,TRUE,,,,,,,,aa,,1702275918877,,WorkItem#00000000101KKKZN5N54625522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#a0dda5b3-9c0e-40ee-afc3-4655c16212b7,Learner#0000000010KDE046E5WWD1Z1S0,B3CHPNB,,1120,1718818100833,0,,unpaid,,1719125567650,2024-06-19T17:25:05.184Z,Illinois Institute of Technology,test1 co,,,,B3CHPNB,,1719125567491,1719125567491,,,,,TRUE,,,,,,,,efwefwe,,1718817905184,,WorkItem#0000000010F709G7P5HY8B9M3K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5ec2cbfe-58ee-4eb1-9ebc-e4e79ff5c947,Learner#000000001066XVSDM9F8S0G9SE,BQQ4B90,,1080,1685968103626,0,,unpaid,TRUE,1685968105204,2023-06-05T12:27:40.393Z,Social Media,acpt,,,,BQQ4B90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#fc5d3d04-2d76-47ef-ad87-b60b8bc35e3c,Learner#0000000010KDE046E5WWD1Z1S0,,,1010,,0,,unpaid,,1718938557611,2024-06-21T02:55:57.611Z,Saint Louis University,,,,,B3CHPNB,,,,,,,to make a app having accurate location. of devices in emergency condition,TRUE,,,,,,,,efwefwe,,1718938557611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010B1KWDEXV0TMSMCPJ,,1,,,,,,,1710395336632,,,,Event,,,,,,,,,,,,,,,,,,,,,1710395336632,,WorkItem#0000000010YSER2KYVMJEC2K90,,,,,"{'""code'"":'""QP9YKTU'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000101T582SD2RFA4BP79,,0,,,,,,,1692885602843,,,,Masterclass,,,,,,,,,,,,,,,,,,,,,1692868586065,,,,,,,"{'""code'"":'""Q7FIEZH'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#8864966a-0b3a-4e52-9a79-e024562a6d02,Learner#00000000103HHJWEEAFSV21FRW,,,1010,,0,,unpaid,TRUE,1708230193503,2024-02-18T04:23:13.502Z,GlobalShala Website,,,,,BLMSXAV,,,,,,,,,,,,,,,,,,1708230193503,android-app://com.google.android.googlequicksearchbox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010B1XVHAYFSZ3GJ3AV,BP10UPT,,1070,2023-03-22T09:52:00.978Z,0,,unpaid,TRUE,1679478722694,2023-03-22T09:51:59.512Z,social Media,This is an auto approved opportunity,,,,BP10UPT,,,,,,,,,,,,,,,,,,1679478719512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#2240afd2-69e5-4e41-8579-165a87ad5181,Learner#0000000010JSQD7B2WNMTS4BW0,BRD6OT2,,1055,1699244760274,0,,unpaid,,1699244789340,2023-11-06T04:25:44.633Z,Social Media,Accepted by automation,,1699244788863,,BRD6OT2,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,1699244744633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010B1XVHAYFSZ3GJ3AV,,0,,,,,,,1686381847070,,,,Career,,,,,,,,,,,,,,,,,,,,,1678814638084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000101TK5TJNSYASSXQ0Z,,1,,,,,,,1768806358136,,,,Event,,,,,,,,,,,,,,,,,,,,,1768806358136,,WorkItem#0000000010NBGNWR0ETNHH1YBP,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#0000000010JT7WBE7HZ5NRZ670,,,1010,,0,,unpaid,,1694285045157,2023-09-09T18:44:05.157Z,Social Media,,,,,BSJZEXD,,,,,,,,TRUE,,,,,,,,x,,1694285045157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5560df09-2e9e-4ea5-a99c-a20c9a202cac,Learner#000000001078W2C23VWKWMTRYK,,,1010,,100,,unpaid,,1731587063813,2024-11-14T12:24:23.813Z,GlobalShala Website,,,,,BYCVFP5,,,,,,,,TRUE,,,,,,,,learning,,1731587063813,http://localhost:4200/user-profile/my-experiential-record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#0000000010HZKCJFER51961F0D,BGECXT6,,1070,1692897032366,0,,unpaid,,1692897034022,2023-08-24T17:10:16.001Z,Social Media,Accepted by automation,,,,BGECXT6,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,1692897016001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010R6YVY58KW0J7YGGB,,0,,,,,,,1759837183125,,,,Engagement,,,,,,,,,,,,,,,,,,,,,1759380632911,,WorkItem#0000000010NPT6ZG03XRJCQYD3,,,,,"{'""serial_number'"":'""1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010NSNBWVX1D770CXAJ,,0,,,,,,,1699242797624,,,,Career,,,,,,,,,,,,,,,,,,,,,1699242797624,,,,,,,"'""question'"":'""Question3'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010RSAHN4B084WWKZ05,B1E863G,,1050,1686498916197,14,pi_3NHqcqHbktQoRPOz1fVxo3K7,paid,,1687505620523,2023-06-11T15:54:24.572Z,Illinois Institute of Technology,lgtm,,,,B1E863G,,,,,,,,TRUE,,,,,,,,new learning,,,,,,,,1687505620184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010B1ZBSKARQYKQ23NG,,0,,,,,,,1698841812545,,,,Engagement,,,,,,,,,,,,,,,,,,,,,1698841812545,,,,,,,"'""question'"":'""Question3'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#0000000010B3SKMJK91JZDQNP6,,,1030,1738575895511,26,,unpaid,,1738575895581,2025-01-10T01:09:20.354Z,Illinois Institute of Technology,aa,,,,BS9Z5Z1,,,,,,,,TRUE,,,,,,,,Learning,,1736471360354,http://localhost:4200/auth/login,WorkItem#00000000105ZVT06K5NKEYZAQJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#28815ab2-2231-4260-bdbb-2a9a43405961,Learner#000000001006Z7E12038DFC2E9,,,1011,,0,,unpaid,,1680590300924,2023-04-04T06:36:41.599Z,Social Media,,,,,BYVTFFO,,,,,sdfsdfsdf,T6EL7A5,WERWERWE,TRUE,,manual,,,,,,,,1680590201600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#a47b1ef5-baf9-498a-a1a2-bc510c9e0461,Learner#0000000010B3SKMJK91JZDQNP6,,,1020,1736244625073,26,,unpaid,,1736244625120,2025-01-07T10:03:34.026Z,Illinois Institute of Technology,Your submission seems to hold copied content.,,,,BS9Z5Z1,,,,,,,,TRUE,,,,,,,,sefeqf,,1736244214027,,WorkItem#0000000010D1HCCD4SQASPT45M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#9367d791-46e8-4986-a1c6-e4773b80e0d0,Learner#0000000010HQJYES84WA34KG9C,B1PHZ2L,,1070,1696256543719,0,,unpaid,TRUE,1696256546087,2023-10-02T09:21:49.225Z,social Media,Accepted by automation,,,,B1PHZ2L,,,,,,,,,,,,,,,,,,1696238509225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#0000000010RSAHN4B084WWKZ05,B1E863G,,1070,1686557142818,14,pi_3NI5lMHbktQoRPOz1gEtOYaF,paid,,1686557208963,2023-06-12T08:05:22.471Z,GlobalShala Website,lgtm,,,,B1E863G,,,,,,,,TRUE,,,,,,,,To check the process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#e87f0ecf-627a-48ab-aca9-79be7c4484d7,Learner#00000000103N0BKVDNTZSQ4W3W,,,1020,1681313436716,78,,unpaid,,1681313436878,2023-04-12T15:30:18.423Z,Illinois Institute of Technology,ff,,,,B324628,,,,,,,,TRUE,,,,,,,,gyguygj,,1681313418423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#2f958f15-8e19-44e1-b54b-acd6ed6f0118,Learner#00000000107C4RPA0R8XQ68NT6,,,1040,2023-03-02T15:41:15.221Z,0,,unpaid,TRUE,1677771675975,2023-03-02T15:41:02.565Z,GlobalShala Website,This is an auto approved opportunity,,,,B1ZQ3UB,,,,,,,,,,,,,,,,,,1677771662567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#0000000010B3Z0MC9MMR03CDNA,BIIXX5U,,1120,1717571248983,0,,unpaid,,1720499287232,2024-06-05T07:06:21.378Z,My Friend/Relative,sdasdas,,,,BIIXX5U,,1720499286848,1720499286848,,,,,TRUE,,,,,,,,aa,,1717571181378,,WorkItem#0000000010MR206JN5S2X5ENW0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#0000000010B4X6TSJ7QDXY2Q8Z,BJMA5KK,,1070,1717776828853,1,,paid,,1717778851238,2024-06-07T16:13:08.288Z,Illinois Institute of Technology,done,,,,BJMA5KK,,,,,,,,TRUE,,,,,,,,khaDC,,1717776788288,,WorkItem#0000000010390YVDF6KQS1XYK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#8864966a-0b3a-4e52-9a79-e024562a6d02,Learner#0000000010B4X6TSJ7QDXY2Q8Z,BJMA5KK,,1070,1717776886348,1,,paid,,1718129675267,2024-06-07T16:14:15.492Z,Illinois Institute of Technology,done,,,,BJMA5KK,,,,,,,,TRUE,,,,,,,,sefeqf,,1717776855493,https://sites.google.com/,WorkItem#0000000010B1XYGPYJAHYRMYS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#838ff3db-f3de-4ae4-9c06-29632039ad2c,Learner#000000001006Z7E12038DFC2E9,BYVTFFO,,1120,2023-03-09T13:06:28.873Z,0,,unpaid,,1678367191775,2023-03-09T12:54:31.893Z,Illinois Institute of Technology,Test,,,,BYVTFFO,,1678955668990,1678955668990,,JUSTICE,TYTEL5H,DASDDA,TRUE,,automatic,,,,,,,,1678366471893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#00000000103NJSGMW6RP4A3KA2,,,1010,,0,,unpaid,,1699262295433,2023-12-04T07:34:21.557Z,Northeastern University,,,,,B62753V,,,,,Team Compete 1699262246427,TBN9HDF,111111,TRUE,,manual,,,,,,,,1699262295433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
